           1     2.29711     2.29711           0
           2     2.20768     2.25239   0.0316182
           3     2.24103      2.2486   0.0213042
           4      2.2286      2.2436   0.0165548
           5     2.21379     2.23764   0.0142773
           6     2.09176     2.21333   0.0251823
           7     2.22556     2.21508   0.0216454
           8     2.30511     2.22633   0.0216689
           9     2.16339     2.21934   0.0203587
          10     2.13656     2.21106   0.0199349
          11     2.12609     2.20333   0.0195619
          12     2.21441     2.20426   0.0179535
          13     2.36744     2.21681    0.020496
          14     2.15459     2.21236    0.019508
          15     2.29119     2.21762    0.018902
          16     2.25114     2.21971   0.0178363
          17     2.20542     2.21887   0.0168069
          18     2.48198     2.23349   0.0213015
          19     2.22683     2.23314   0.0201832
          20     2.27768     2.23537   0.0192965
          21     2.16766     2.23214   0.0186451
          22     2.25096       2.233   0.0178172
          23     2.29491     2.23569   0.0172447
          24     2.07995      2.2292    0.017705
          25     2.11848     2.22477    0.017542
          26     2.09383     2.21974   0.0175753
          27     2.09994      2.2153   0.0174755
          28     2.37918     2.22115   0.0178046
          29     2.22884     2.22142   0.0171926
          30     2.16089      2.2194   0.0167375
          31      2.2908      2.2217   0.0163553
          32     2.27116     2.22325   0.0159171
          33     2.03227     2.21746   0.0164532
          34     2.08647     2.21361   0.0164142
          35     2.25081     2.21467   0.0159796
          36     2.31071     2.21734   0.0157568
          37     2.22125     2.21744   0.0153313
          38     2.33329     2.22049   0.0152279
          39     2.17099     2.21922   0.0148903
          40     2.14062     2.21726   0.0146471
          41     2.28759     2.21897     0.01439
          42     2.37083     2.22259   0.0144945
          43     2.19623     2.22198   0.0141703
          44     2.13275     2.21995   0.0139926
          45     2.18239     2.21911   0.0137066
          46     2.02225     2.21483   0.0140609
          47     2.18703     2.21424   0.0137741
          48     2.12723     2.21243   0.0136059
          49     2.37169     2.21568    0.013711
          50     2.03233     2.21201   0.0139185
