           1   -0.187984   -0.187984           0
           2   -0.313353   -0.250669   0.0443248
           3   -0.256917   -0.252751   0.0295988
           4   -0.304498   -0.265688    0.024866
           5   -0.315256   -0.275601   0.0217795
           6    -0.34227   -0.286713   0.0207917
           7   -0.367368   -0.298235   0.0207701
           8   -0.365546   -0.306649   0.0198049
           9   -0.314757    -0.30755   0.0176248
          10    -0.33097   -0.309892   0.0160172
          11   -0.352718   -0.313785   0.0150268
          12   -0.375292   -0.318911   0.0146226
          13    -0.40998   -0.325916   0.0150828
          14   -0.356085   -0.328071   0.0141585
          15   -0.381045   -0.331603    0.013648
          16   -0.367264   -0.333831   0.0129757
          17   -0.390342   -0.337156    0.012631
          18   -0.386543   -0.339899   0.0122237
          19   -0.416364   -0.343924   0.0122249
          20   -0.359757   -0.344715   0.0116393
          21   -0.381208   -0.346453    0.011214
          22    -0.38121   -0.348033    0.010815
          23   -0.410005   -0.350728   0.0106751
          24   -0.444884   -0.354651   0.0109275
          25   -0.375233   -0.355474   0.0105213
          26   -0.384517   -0.356591   0.0101758
          27   -0.380176   -0.357465  0.00983633
          28   -0.375041   -0.358092  0.00950504
          29   -0.402085   -0.359609  0.00929755
          30      -0.397   -0.360856  0.00907079
          31   -0.392168   -0.361866  0.00883424
          32    -0.42021   -0.363689   0.0087443
          33   -0.448891   -0.366271  0.00885229
          34   -0.447257   -0.368653  0.00890663
          35   -0.353963   -0.368233  0.00866203
          36   -0.373811   -0.368388  0.00842281
          37   -0.384679   -0.368828  0.00820666
          38   -0.403315   -0.369736  0.00804072
          39   -0.400621   -0.370528  0.00787345
          40   -0.407499   -0.371452  0.00773068
          41   -0.409926    -0.37239  0.00759887
          42   -0.415253   -0.373411  0.00748616
          43   -0.397077   -0.373961  0.00733227
          44   -0.471635   -0.376181  0.00749412
          45   -0.443151   -0.377669   0.0074739
          46   -0.417131   -0.378527  0.00736049
          47   -0.396815   -0.378916  0.00721416
          48     -0.3373   -0.378049  0.00711577
          49   -0.345706   -0.377389   0.0070011
          50   -0.344434    -0.37673  0.00689204
          51   -0.364558   -0.376492  0.00676103
          52    -0.38996   -0.376751  0.00663597
          53   -0.323856   -0.375753  0.00658538
          54   -0.316852   -0.374662  0.00655314
          55   -0.349555   -0.374205  0.00644987
          56   -0.377541   -0.374265  0.00633497
          57   -0.453208    -0.37565  0.00637342
          58   -0.455208   -0.377022  0.00640944
          59   -0.422038   -0.377785  0.00634606
          60   -0.441402   -0.378845  0.00632825
          61   -0.354765    -0.37845  0.00623681
          62   -0.406631   -0.378905  0.00615276
          63   -0.444427   -0.379945  0.00614237
          64    -0.44481   -0.380958  0.00612944
          65   -0.477368   -0.382441  0.00621201
          66   -0.450914   -0.383479  0.00620391
          67   -0.446225   -0.384415   0.0061816
          68   -0.430171   -0.385088  0.00612721
          69   -0.481402   -0.386484  0.00619536
          70   -0.392895   -0.386576  0.00610754
          71   -0.468337   -0.387727  0.00612912
          72   -0.413822    -0.38809   0.0060547
          73   -0.444514   -0.388863  0.00602089
          74   -0.484617   -0.390157  0.00607698
          75   -0.460641   -0.391096  0.00606819
          76   -0.430573   -0.391616  0.00601053
          77   -0.481135   -0.392778  0.00604387
          78   -0.469764   -0.393765  0.00604643
          79   -0.499519   -0.395104  0.00611629
          80   -0.536694   -0.396874   0.0062907
          81   -0.513464   -0.398313  0.00637558
          82   -0.472098   -0.399213  0.00636101
          83   -0.464418   -0.399999   0.0063327
          84   -0.457023   -0.400678  0.00629359
          85   -0.464202   -0.401425  0.00626377
          86   -0.476298   -0.402296  0.00625114
          87   -0.412057   -0.402408   0.0061803
          88   -0.335896   -0.401652  0.00615611
          89   -0.373234   -0.401333  0.00609522
          90   -0.372646   -0.401014  0.00603582
          91   -0.317491   -0.400096  0.00603887
          92   -0.362016   -0.399682   0.0059874
          93    -0.37322   -0.399398  0.00592978
          94   -0.388078   -0.399277  0.00586792
          95   -0.351679   -0.398776   0.0058275
          96   -0.317704   -0.397932  0.00582767
          97   -0.385573   -0.397804  0.00576898
          98   -0.371905    -0.39754  0.00571617
          99   -0.409727   -0.397663  0.00565975
         100   -0.394177   -0.397628  0.00560326
         101   -0.383506   -0.397488  0.00554953
         102   -0.390522    -0.39742  0.00549554
         103   -0.401765   -0.397462  0.00544235
         104   -0.487186   -0.398325  0.00545797
         105   -0.503189   -0.399324   0.0054966
         106   -0.429727   -0.399611  0.00545223
         107   -0.494531   -0.400498  0.00547296
         108   -0.437019   -0.400836  0.00543273
         109   -0.475573   -0.401521  0.00542598
         110   -0.397865   -0.401488  0.00537675
         111   -0.420778   -0.401662  0.00533112
         112   -0.406956   -0.401709  0.00528373
         113   -0.395111   -0.401651   0.0052373
         114   -0.408626   -0.401712  0.00519171
         115   -0.469242   -0.402299  0.00517967
         116   -0.510526   -0.403232  0.00521837
         117   -0.404174    -0.40324  0.00517377
         118   -0.423343   -0.403411  0.00513273
         119   -0.412675   -0.403489  0.00509019
         120   -0.417383   -0.403604  0.00504909
         121   -0.338766   -0.403068  0.00503572
         122   -0.323611   -0.402417  0.00503638
         123   -0.371448   -0.402165  0.00500172
         124   -0.366651   -0.401879  0.00496958
         125    -0.37216   -0.401641  0.00493551
         126   -0.376263    -0.40144  0.00490044
         127   -0.411195   -0.401517  0.00486246
         128   -0.470712   -0.402057  0.00485443
         129   -0.435438   -0.402316  0.00482369
         130   -0.506464   -0.403117  0.00485266
         131   -0.417038   -0.403223  0.00481678
         132   -0.374135   -0.403003  0.00478532
         133   -0.411645   -0.403068  0.00474979
         134   -0.408314   -0.403107   0.0047145
         135   -0.389148   -0.403004  0.00468071
         136   -0.393829   -0.402936  0.00464678
         137   -0.417636   -0.403044   0.0046141
         138   -0.395646    -0.40299  0.00458098
         139   -0.391987   -0.402911  0.00454871
         140   -0.466919   -0.403368  0.00453913
         141   -0.417706    -0.40347  0.00450808
         142   -0.400529   -0.403449  0.00447638
         143   -0.427574   -0.403618  0.00444826
         144   -0.428001   -0.403787  0.00442059
         145   -0.420482   -0.403902   0.0043916
         146   -0.449433   -0.404214  0.00437258
         147   -0.514167   -0.404962  0.00440634
         148   -0.500114   -0.405605  0.00442323
         149    -0.44075   -0.405841  0.00439982
         150   -0.423352   -0.405958  0.00437204
         151   -0.391625   -0.405863  0.00434412
         152    -0.36137    -0.40557  0.00432539
         153   -0.385923   -0.405442  0.00429902
         154   -0.431521   -0.405611  0.00427444
         155   -0.397597   -0.405559  0.00424718
         156   -0.459613   -0.405906  0.00423406
         157   -0.444145   -0.406149  0.00421409
         158   -0.405353   -0.406144  0.00418743
         159   -0.365068   -0.405886  0.00416905
         160   -0.398237   -0.405838  0.00414327
         161   -0.391353   -0.405748  0.00411851
         162   -0.398634   -0.405704  0.00409332
         163   -0.418968   -0.405786  0.00406902
         164   -0.462041   -0.406129  0.00405864
         165   -0.485478   -0.406609  0.00406243
         166   -0.460133   -0.406932  0.00405074
         167    -0.42268   -0.407026  0.00402758
         168   -0.357434   -0.406731  0.00401441
         169   -0.388821   -0.406625  0.00399205
         170   -0.444977   -0.406851  0.00397494
         171   -0.407957   -0.406857   0.0039517
         172   -0.461478   -0.407175  0.00394146
         173   -0.488697   -0.407646  0.00394675
         174   -0.436861   -0.407814  0.00392764
         175   -0.403732    -0.40779  0.00390526
         176    -0.45852   -0.408079  0.00389369
         177   -0.464446   -0.408397   0.0038847
         178   -0.449516   -0.408628  0.00386974
         179   -0.362724   -0.408372  0.00385661
         180   -0.346698   -0.408029  0.00385037
         181   -0.349664   -0.407707  0.00384258
         182   -0.374384   -0.407524  0.00382582
         183   -0.351355   -0.407217  0.00381721
         184   -0.368411   -0.407006  0.00380228
         185   -0.373592   -0.406825  0.00378602
         186   -0.374806   -0.406653  0.00376958
         187   -0.441379   -0.406839  0.00375399
         188   -0.345057    -0.40651  0.00374838
         189   -0.388738   -0.406416  0.00372972
         190   -0.419633   -0.406486  0.00371074
         191   -0.383909   -0.406367   0.0036932
         192   -0.355738   -0.406104  0.00368336
         193   -0.428665   -0.406221  0.00366613
         194   -0.439204   -0.406391  0.00365118
         195   -0.433587    -0.40653  0.00363511
         196   -0.414679   -0.406572  0.00361681
         197   -0.410143    -0.40659  0.00359849
         198   -0.463236   -0.406876  0.00359167
         199   -0.375888    -0.40672    0.003577
         200   -0.322167   -0.406297  0.00358401
         201   -0.344924   -0.405992  0.00357916
         202   -0.295958   -0.405447  0.00360266
         203   -0.356951   -0.405208  0.00359282
         204   -0.434846   -0.405354  0.00357814
         205   -0.376679   -0.405214  0.00356342
         206   -0.364428   -0.405016  0.00355162
         207   -0.358537   -0.404791  0.00354155
         208   -0.375871   -0.404652  0.00352726
         209   -0.403711   -0.404648  0.00351038
         210   -0.426247   -0.404751  0.00349517
         211   -0.426173   -0.404852  0.00348008
         212   -0.484129   -0.405226   0.0034837
         213    -0.47879   -0.405571  0.00348442
         214   -0.472983   -0.405886  0.00348235
         215   -0.499706   -0.406323  0.00349339
         216   -0.485306   -0.406688   0.0034963
         217   -0.560911   -0.407399  0.00355168
         218    -0.54636   -0.408037  0.00359214
         219   -0.584043    -0.40884  0.00366454
         220    -0.53263   -0.409403  0.00369083
         221     -0.4668   -0.409663  0.00368325
         222   -0.406186   -0.409647   0.0036667
         223   -0.433079   -0.409752  0.00365176
         224   -0.392733   -0.409676  0.00363625
         225   -0.367943   -0.409491  0.00362481
         226   -0.385025   -0.409382  0.00361039
         227   -0.433204   -0.409487  0.00359601
         228   -0.387254    -0.40939  0.00358156
         229   -0.346037   -0.409113  0.00357659
         230   -0.345757   -0.408838  0.00357163
         231   -0.391359   -0.408762  0.00355697
         232   -0.408903   -0.408763  0.00354164
         233   -0.342328   -0.408478   0.0035379
         234   -0.379482   -0.408354  0.00352495
         235   -0.387125   -0.408263   0.0035111
         236   -0.401696   -0.408235  0.00349634
         237   -0.409048   -0.408239  0.00348159
         238   -0.399179   -0.408201  0.00346717
         239   -0.318242   -0.407824  0.00347303
         240   -0.330416   -0.407502   0.0034735
         241   -0.350566   -0.407266  0.00346711
         242   -0.385651   -0.407176  0.00345394
         243   -0.404009   -0.407163  0.00343975
         244   -0.431751   -0.407264  0.00342713
         245   -0.394496   -0.407212  0.00341354
         246   -0.407673   -0.407214  0.00339966
         247   -0.396269    -0.40717  0.00338618
         248   -0.378208   -0.407053  0.00337454
         249   -0.421489   -0.407111  0.00336149
         250   -0.407445   -0.407112  0.00334804
         251   -0.388309   -0.407037  0.00333554
         252   -0.382569    -0.40694  0.00332372
         253   -0.373533   -0.406808   0.0033132
         254   -0.368954   -0.406659  0.00330351
         255   -0.395706   -0.406616  0.00329083
         256   -0.379838   -0.406511  0.00327964
         257   -0.399901   -0.406486  0.00326698
         258   -0.461517   -0.406699  0.00326127
         259   -0.501483   -0.407065  0.00326915
         260   -0.429488   -0.407151  0.00325771
         261    -0.44473   -0.407295  0.00324841
         262   -0.480432   -0.407574  0.00324799
         263   -0.443401   -0.407711  0.00323849
         264    -0.46563    -0.40793  0.00323365
         265   -0.471318   -0.408169  0.00323028
         266   -0.431035   -0.408255  0.00321928
         267    -0.40392   -0.408239  0.00320726
         268   -0.515556   -0.408639   0.0032202
         269   -0.525315   -0.409073  0.00323731
         270   -0.449143   -0.409221  0.00322872
         271   -0.479997   -0.409483  0.00322735
         272   -0.432702   -0.409568  0.00321661
         273   -0.456519    -0.40974  0.00320942
         274   -0.471247   -0.409964  0.00320555
         275   -0.408942   -0.409961   0.0031939
         276    -0.46559   -0.410162  0.00318868
         277   -0.434594    -0.41025  0.00317838
         278   -0.443542    -0.41037  0.00316921
         279   -0.416309   -0.410392  0.00315792
         280   -0.408986   -0.410386  0.00314664
         281   -0.347827   -0.410164  0.00314331
         282   -0.327266    -0.40987  0.00314588
         283   -0.374071   -0.409743  0.00313731
         284   -0.376502   -0.409626  0.00312844
         285   -0.368111   -0.409481  0.00312086
         286   -0.401566   -0.409453  0.00311007
         287   -0.404053   -0.409434  0.00309929
         288   -0.427926   -0.409498  0.00308919
         289   -0.364357   -0.409342  0.00308245
         290   -0.358165   -0.409166  0.00307687
         291   -0.359607   -0.408995    0.003071
         292   -0.411505   -0.409004   0.0030605
         293   -0.388799   -0.408935  0.00305083
         294   -0.395283   -0.408889  0.00304081
         295   -0.393459   -0.408836  0.00303095
         296   -0.386706   -0.408762  0.00302163
         297   -0.428121   -0.408827  0.00301216
         298   -0.377352   -0.408721   0.0030039
         299   -0.415238   -0.408743  0.00299393
         300     -0.3446   -0.408529  0.00299158
         301   -0.316548   -0.408224  0.00299721
         302   -0.347185   -0.408021  0.00299409
         303   -0.352388   -0.407838  0.00298983
         304   -0.386484   -0.407768  0.00298082
         305    -0.36905   -0.407641  0.00297375
         306   -0.424856   -0.407697  0.00296457
         307    -0.39333    -0.40765  0.00295528
         308   -0.394453   -0.407607  0.00294599
         309   -0.414299   -0.407629  0.00293654
         310   -0.411415   -0.407641  0.00292709
         311   -0.428944    -0.40771  0.00291848
         312   -0.449879   -0.407845  0.00291226
         313   -0.454783   -0.407995  0.00290681
         314   -0.423355   -0.408044  0.00289796
         315   -0.474807   -0.408256   0.0028965
         316   -0.495264   -0.408531   0.0029004
         317   -0.504974   -0.408835  0.00290716
         318   -0.538351   -0.409242  0.00292641
         319   -0.520305   -0.409591  0.00293787
         320   -0.419627   -0.409622  0.00292886
         321   -0.411335   -0.409627  0.00291974
         322   -0.399125   -0.409595  0.00291085
         323   -0.393701   -0.409545  0.00290226
         324   -0.400665   -0.409518  0.00289343
         325   -0.443192   -0.409622  0.00288638
         326   -0.423067   -0.409663  0.00287782
         327   -0.396407   -0.409622  0.00286931
         328   -0.384442   -0.409546  0.00286158
         329    -0.37117   -0.409429  0.00285526
         330   -0.417646   -0.409454  0.00284672
         331   -0.451337    -0.40958  0.00284093
         332   -0.347263   -0.409393  0.00283857
         333   -0.374203   -0.409287  0.00283201
         334     -0.4233   -0.409329  0.00282384
         335   -0.468316   -0.409505   0.0028209
         336   -0.450637   -0.409627  0.00281516
         337   -0.449095   -0.409745  0.00280924
         338   -0.432061   -0.409811   0.0028017
