      -2.994           0
      -2.982           0
       -2.97           0
      -2.958           0
      -2.946           0
      -2.934           0
      -2.922           0
       -2.91           0
      -2.898           0
      -2.886           0
      -2.874           0
      -2.862           0
       -2.85           0
      -2.838           0
      -2.826           0
      -2.814           0
      -2.802           0
       -2.79           0
      -2.778           0
      -2.766           0
      -2.754           0
      -2.742           0
       -2.73           0
      -2.718           0
      -2.706           0
      -2.694           0
      -2.682           0
       -2.67           0
      -2.658           0
      -2.646           0
      -2.634           0
      -2.622           0
       -2.61           0
      -2.598           0
      -2.586           0
      -2.574           0
      -2.562           0
       -2.55           0
      -2.538           0
      -2.526  0.00166667
      -2.514           0
      -2.502           0
       -2.49           0
      -2.478           0
      -2.466           0
      -2.454           0
      -2.442 0.000833333
       -2.43           0
      -2.418 0.000833333
      -2.406           0
      -2.394           0
      -2.382           0
       -2.37           0
      -2.358           0
      -2.346           0
      -2.334           0
      -2.322           0
       -2.31           0
      -2.298 0.000833333
      -2.286 0.000833333
      -2.274           0
      -2.262  0.00333333
       -2.25  0.00333333
      -2.238  0.00166667
      -2.226      0.0025
      -2.214           0
      -2.202  0.00166667
       -2.19 0.000833333
      -2.178           0
      -2.166  0.00583333
      -2.154  0.00166667
      -2.142      0.0025
       -2.13 0.000833333
      -2.118  0.00166667
      -2.106  0.00166667
      -2.094  0.00333333
      -2.082  0.00333333
       -2.07  0.00916667
      -2.058  0.00666667
      -2.046      0.0075
      -2.034  0.00416667
      -2.022  0.00666667
       -2.01  0.00166667
      -1.998  0.00666667
      -1.986  0.00166667
      -1.974      0.0075
      -1.962   0.0158333
       -1.95  0.00583333
      -1.938  0.00916667
      -1.926   0.0216667
      -1.914   0.0208333
      -1.902   0.0158333
       -1.89   0.0141667
      -1.878      0.0125
      -1.866   0.0166667
      -1.854   0.0141667
      -1.842   0.0216667
       -1.83   0.0283333
      -1.818   0.0258333
      -1.806      0.0175
      -1.794      0.0375
      -1.782      0.0225
       -1.77   0.0283333
      -1.758      0.0225
      -1.746   0.0291667
      -1.734   0.0366667
      -1.722   0.0366667
       -1.71   0.0708333
      -1.698   0.0408333
      -1.686      0.0575
      -1.674        0.05
      -1.662   0.0408333
       -1.65   0.0666667
      -1.638        0.05
      -1.626   0.0683333
      -1.614   0.0733333
      -1.602      0.0725
       -1.59      0.0825
      -1.578        0.06
      -1.566      0.0775
      -1.554   0.0891667
      -1.542       0.095
       -1.53   0.0958333
      -1.518    0.108333
      -1.506   0.0983333
      -1.494      0.0825
      -1.482       0.115
       -1.47    0.131667
      -1.458       0.135
      -1.446    0.101667
      -1.434    0.138333
      -1.422    0.145833
       -1.41    0.148333
      -1.398    0.123333
      -1.386    0.148333
      -1.374    0.184167
      -1.362    0.145833
       -1.35        0.16
      -1.338    0.154167
      -1.326    0.150833
      -1.314    0.186667
      -1.302      0.1775
       -1.29      0.1975
      -1.278    0.236667
      -1.266    0.235833
      -1.254    0.214167
      -1.242    0.216667
       -1.23    0.246667
      -1.218    0.208333
      -1.206    0.264167
      -1.194    0.269167
      -1.182      0.2525
       -1.17    0.269167
      -1.158      0.2725
      -1.146      0.2825
      -1.134    0.300833
      -1.122    0.291667
       -1.11       0.295
      -1.098    0.310833
      -1.086    0.323333
      -1.074      0.3175
      -1.062        0.31
       -1.05      0.2975
      -1.038       0.325
      -1.026    0.354167
      -1.014    0.343333
      -1.002    0.376667
       -0.99    0.345833
      -0.978    0.344167
      -0.966    0.376667
      -0.954    0.393333
      -0.942       0.365
       -0.93    0.375833
      -0.918    0.419167
      -0.906    0.374167
      -0.894    0.433333
      -0.882    0.366667
       -0.87    0.403333
      -0.858    0.403333
      -0.846    0.406667
      -0.834    0.415833
      -0.822    0.446667
       -0.81      0.4225
      -0.798    0.426667
      -0.786    0.400833
      -0.774    0.419167
      -0.762       0.415
       -0.75    0.413333
      -0.738    0.445833
      -0.726    0.364167
      -0.714    0.419167
      -0.702    0.431667
       -0.69    0.434167
      -0.678    0.428333
      -0.666    0.400833
      -0.654    0.354167
      -0.642    0.409167
       -0.63    0.425833
      -0.618    0.425833
      -0.606    0.413333
      -0.594    0.413333
      -0.582    0.374167
       -0.57    0.364167
      -0.558    0.373333
      -0.546      0.3875
      -0.534    0.400833
      -0.522    0.366667
       -0.51    0.393333
      -0.498    0.381667
      -0.486    0.379167
      -0.474    0.396667
      -0.462        0.39
       -0.45        0.35
      -0.438    0.340833
      -0.426      0.3725
      -0.414    0.364167
      -0.402      0.3675
       -0.39      0.3025
      -0.378      0.2975
      -0.366    0.354167
      -0.354    0.364167
      -0.342    0.303333
       -0.33    0.308333
      -0.318    0.356667
      -0.306       0.305
      -0.294    0.303333
      -0.282    0.316667
       -0.27    0.300833
      -0.258    0.315833
      -0.246    0.328333
      -0.234    0.316667
      -0.222    0.293333
       -0.21    0.310833
      -0.198         0.3
      -0.186    0.275833
      -0.174      0.2825
      -0.162    0.299167
       -0.15    0.285833
      -0.138      0.2625
      -0.126       0.275
      -0.114    0.284167
      -0.102    0.299167
       -0.09        0.27
      -0.078    0.256667
      -0.066    0.273333
      -0.054    0.305833
      -0.042      0.2625
       -0.03    0.259167
      -0.018      0.2775
      -0.006    0.291667
       0.006    0.295833
       0.018    0.288333
        0.03    0.280833
       0.042      0.2575
       0.054    0.286667
       0.066    0.295833
       0.078        0.29
        0.09    0.283333
       0.102    0.285833
       0.114       0.275
       0.126    0.311667
       0.138      0.2825
        0.15    0.279167
       0.162    0.306667
       0.174      0.3075
       0.186         0.3
       0.198    0.334167
        0.21      0.3075
       0.222    0.298333
       0.234      0.3075
       0.246    0.305833
       0.258      0.3375
        0.27    0.350833
       0.282      0.3325
       0.294    0.354167
       0.306    0.360833
       0.318    0.319167
        0.33      0.3275
       0.342    0.375833
       0.354        0.36
       0.366        0.36
       0.378      0.3675
        0.39    0.371667
       0.402    0.358333
       0.414    0.386667
       0.426    0.373333
       0.438    0.353333
        0.45        0.38
       0.462    0.390833
       0.474      0.3825
       0.486    0.376667
       0.498    0.359167
        0.51    0.389167
       0.522    0.409167
       0.534    0.395833
       0.546      0.3675
       0.558    0.428333
