0	0	0
1	1	0.1
2	1.27847	0.127847
3	1.63439	0.163439
4	1.84867	0.184867
5	2.08378	0.208378
6	2.26134	0.226134
7	2.45832	0.245832
8	2.60865	0.260865
9	2.77574	0.277574
10	2.91687	0.291687
11	3.06893	0.306893
12	3.19494	0.319494
13	3.32691	0.332691
14	3.44637	0.344637
15	3.58227	0.358227
16	3.6851	0.36851
17	3.80344	0.380344
18	3.90002	0.390002
19	4.00596	0.400596
20	4.10665	0.410665
21	4.21206	0.421206
22	4.29728	0.429728
23	4.393	0.4393
24	4.47851	0.447851
25	4.57388	0.457388
26	4.67702	0.467702
27	4.77172	0.477172
28	4.86246	0.486246
29	4.94089	0.494089
30	5.03144	0.503144
31	5.12062	0.512062
32	5.19638	0.519638
33	5.28091	0.528091
34	5.3537	0.53537
35	5.44028	0.544028
36	5.51739	0.551739
37	5.59633	0.559633
38	5.66959	0.566959
39	5.73468	0.573468
40	5.80403	0.580403
41	5.8742	0.58742
42	5.95568	0.595568
43	6.0211	0.60211
44	6.09323	0.609323
45	6.17065	0.617065
46	6.24605	0.624605
47	6.30639	0.630639
48	6.37913	0.637913
49	6.45156	0.645156
50	6.52786	0.652786
51	6.58821	0.658821
52	6.6497	0.66497
53	6.71653	0.671653
54	6.76978	0.676978
55	6.8317	0.68317
56	6.89025	0.689025
57	6.95891	0.695891
58	7.01231	0.701231
59	7.06732	0.706732
60	7.1238	0.71238
61	7.17376	0.717376
62	7.23427	0.723427
63	7.29008	0.729008
64	7.35212	0.735212
65	7.40802	0.740802
66	7.45785	0.745785
67	7.52356	0.752356
68	7.58003	0.758003
69	7.64189	0.764189
70	7.7016	0.77016
71	7.75341	0.775341
72	7.80704	0.780704
73	7.86423	0.786423
74	7.91227	0.791227
75	7.97529	0.797529
76	8.02434	0.802434
77	8.07284	0.807284
78	8.12132	0.812132
79	8.18035	0.818035
80	8.23269	0.823269
81	8.28572	0.828572
82	8.34432	0.834432
83	8.39512	0.839512
84	8.44468	0.844468
85	8.49409	0.849409
86	8.54505	0.854505
87	8.60118	0.860118
88	8.65767	0.865767
89	8.70588	0.870588
90	8.76527	0.876527
91	8.80648	0.880648
92	8.85074	0.885074
93	8.89202	0.889202
94	8.93928	0.893928
95	8.98925	0.898925
96	9.03769	0.903769
97	9.07409	0.907409
98	9.11595	0.911595
99	9.15575	0.915575
100	9.20566	0.920566
