1	15.7375	0	5.50927	0
2	15.4157	0.321776	5.48222	0.0270449
3	15.2814	0.229225	5.4596	0.0274865
4	15.2701	0.162482	5.5771	0.1191
5	15.0083	0.290475	5.56701	0.0928047
6	14.9337	0.248613	5.54237	0.0796825
7	15.0223	0.228007	5.52919	0.0686204
8	15.1611	0.241352	5.53265	0.0595275
9	15.1115	0.218556	5.51015	0.0571184
10	15.0817	0.197732	5.54663	0.06278
11	15.0003	0.196505	5.58604	0.0691202
12	15.0214	0.180618	5.50538	0.102408
13	15.045	0.167805	5.45621	0.106265
14	15.0392	0.155464	5.43069	0.101636
15	14.9702	0.160352	5.46113	0.0993924
16	14.9757	0.150099	5.46301	0.0929922
17	14.8863	0.16697	5.49885	0.0944166
18	14.9503	0.16994	5.50089	0.0890402
19	14.9448	0.16084	5.50694	0.0844405
20	14.9222	0.154252	5.49142	0.0815957
21	14.9246	0.146743	5.48983	0.0776293
22	14.9498	0.142152	5.47903	0.0748012
23	14.9184	0.139416	5.49205	0.0726514
24	14.9126	0.133605	5.50424	0.0706193
25	14.915	0.128173	5.49623	0.0682075
26	14.934	0.124597	5.49527	0.0655388
27	14.9584	0.122358	5.49053	0.0632423
28	14.9834	0.120512	5.47888	0.0620457
29	14.9902	0.116486	5.47845	0.0598695
30	14.9864	0.112602	5.47778	0.0578433
31	14.9892	0.108947	5.48719	0.056731
32	15.0195	0.109731	5.48839	0.0549427
33	15.0006	0.108015	5.486	0.0533053
34	15.0104	0.10525	5.48019	0.0520392
35	15.0066	0.10227	5.46779	0.0520289
36	14.9784	0.103326	5.48221	0.0525789
37	14.9845	0.100683	5.48199	0.0511386
38	14.9989	0.0990511	5.47593	0.0501427
39	15.0039	0.0966046	5.4699	0.0492105
40	15.0018	0.0941816	5.46923	0.0479691
41	14.9777	0.0949668	5.4668	0.0468474
42	14.9854	0.0929986	5.46092	0.046095
43	15.0048	0.092849	5.46182	0.0450192
44	15.0258	0.0931314	5.45733	0.0442134
45	15.0112	0.0922145	5.46283	0.0435683
46	14.992	0.0921952	5.47662	0.0447876
47	14.9914	0.0902148	5.48425	0.0444833
48	14.9806	0.0889661	5.4786	0.0439111
49	14.9524	0.0915995	5.47322	0.0433418
50	14.9575	0.0898986	5.47459	0.0424884
51	14.9619	0.0882275	5.46679	0.0423706
52	14.9619	0.0865142	5.46729	0.0415508
53	14.9604	0.084879	5.46625	0.0407726
54	14.9531	0.083617	5.47009	0.0401945
55	14.9689	0.0836063	5.4722	0.0395133
56	14.9481	0.0846991	5.4783	0.0392773
57	14.9539	0.0834006	5.4811	0.0386833
58	14.9481	0.0821561	5.47614	0.0383324
59	14.9646	0.0824154	5.46942	0.0382712
60	14.9475	0.0827997	5.46959	0.0376283
61	14.9364	0.0821874	5.47411	0.0372809
62	14.9388	0.080886	5.46864	0.0370793
63	14.938	0.0795962	5.4661	0.0365746
64	14.9519	0.0795775	5.4623	0.0361986
65	14.9672	0.0798283	5.45955	0.0357435
66	14.9615	0.0788212	5.46314	0.0353807
67	14.9692	0.0780236	5.46141	0.0348915
68	14.9669	0.0769048	5.46189	0.0343779
69	14.9689	0.0758097	5.45713	0.0342084
70	14.964	0.0748791	5.45484	0.0337938
71	14.9742	0.0745166	5.454	0.033325
72	14.9988	0.0774973	5.45023	0.0330747
73	15.0105	0.0773099	5.44919	0.0326349
74	15.0134	0.0763127	5.44561	0.0323903
75	15.0141	0.0752921	5.44324	0.0320432
76	15.011	0.074361	5.43512	0.0326444
77	15.0097	0.0733996	5.43536	0.0322186
78	15.0147	0.0726203	5.42869	0.0324943
79	15.0122	0.0717392	5.43072	0.0321444
80	15.0162	0.0709519	5.43356	0.0318669
81	15.0192	0.070136	5.43567	0.0315416
82	15.0114	0.0697128	5.43781	0.031228
83	15.0098	0.0688869	5.4385	0.0308572
84	15.0063	0.0681512	5.4423	0.0307241
85	14.9998	0.0676613	5.44388	0.0304014
86	14.9937	0.067145	5.44293	0.0300608
87	14.9844	0.0670114	5.44588	0.0298594
88	14.9816	0.0663048	5.44055	0.0299966
89	14.9827	0.0655634	5.44071	0.0296581
90	14.981	0.0648523	5.44227	0.0293678
91	14.9748	0.0644314	5.44942	0.0299123
92	14.9735	0.0637404	5.45095	0.0296249
93	14.9743	0.0630561	5.45028	0.0293124
94	14.9757	0.062397	5.44872	0.0290408
95	14.98	0.0618845	5.44228	0.0294453
96	14.9891	0.0619144	5.4407	0.0291801
97	15.0031	0.0628617	5.44091	0.0288785
98	15.0026	0.0622194	5.44045	0.0285861
99	14.9993	0.0616739	5.44154	0.0283169
100	14.9914	0.0615667	5.44982	0.0292296
